test,time_s,phase,rpm,throttle_pct,altitude_m,cht_c,egt_c,oil_temperature_c,fault_type,thermal_condition
Healthy,85.7999999999994,CLIMB,5349.0,89.28000000000004,904.9999999999775,84.4,98.2,69.2,NORMAL,NORMAL
Healthy,85.8999999999994,CLIMB,5351.0,89.27333333333337,908.7499999999773,82.4,99.0,69.3,NORMAL,NORMAL
Healthy,85.99999999999939,CLIMB,5358.0,89.26666666666671,912.499999999977,83.80000000000001,100.80000000000001,69.2,NORMAL,NORMAL
Healthy,86.09999999999938,CLIMB,5349.0,89.26000000000005,916.2499999999768,83.80000000000001,99.0,69.0,NORMAL,NORMAL
Healthy,86.19999999999938,CLIMB,5349.0,89.25333333333337,919.9999999999766,83.2,98.30000000000001,68.3,NORMAL,NORMAL
Healthy,86.29999999999937,CLIMB,5358.0,89.24666666666671,923.7499999999764,84.60000000000001,100.0,69.5,NORMAL,NORMAL
Healthy,86.39999999999937,CLIMB,5357.0,89.24000000000004,927.4999999999762,83.60000000000001,98.5,69.0,NORMAL,NORMAL
Healthy,86.49999999999936,CLIMB,5352.0,89.23333333333338,931.2499999999761,83.7,98.30000000000001,69.9,NORMAL,NORMAL
Healthy,86.59999999999935,CLIMB,5351.0,89.22666666666672,934.9999999999759,82.9,99.10000000000001,70.10000000000001,NORMAL,NORMAL
Healthy,86.69999999999935,CLIMB,5347.0,89.22000000000004,938.7499999999757,83.5,100.10000000000001,69.7,NORMAL,NORMAL
Healthy,86.79999999999934,CLIMB,5350.0,89.21333333333338,942.4999999999754,83.5,99.5,68.9,NORMAL,NORMAL
Healthy,86.89999999999934,CLIMB,5350.0,89.2066666666667,946.2499999999752,83.2,99.10000000000001,69.10000000000001,NORMAL,NORMAL
Healthy,86.99999999999933,CLIMB,5350.0,89.20000000000005,949.999999999975,83.30000000000001,99.60000000000001,69.5,NORMAL,NORMAL
Healthy,87.09999999999933,CLIMB,5349.0,89.19333333333338,953.7499999999748,83.60000000000001,99.30000000000001,68.7,NORMAL,NORMAL
Healthy,87.19999999999932,CLIMB,5342.0,89.18666666666671,957.4999999999745,83.9,98.80000000000001,70.10000000000001,NORMAL,NORMAL
Healthy,87.29999999999932,CLIMB,5341.0,89.18000000000005,961.2499999999743,83.0,99.0,69.4,NORMAL,NORMAL
Healthy,87.39999999999931,CLIMB,5342.0,89.17333333333337,964.9999999999741,83.10000000000001,98.4,69.7,NORMAL,NORMAL
Healthy,87.4999999999993,CLIMB,5343.0,89.16666666666671,968.7499999999739,82.9,99.0,69.5,NORMAL,NORMAL
Healthy,87.5999999999993,CLIMB,5346.0,89.16000000000005,972.4999999999736,83.80000000000001,98.5,69.8,NORMAL,NORMAL
Healthy,87.69999999999929,CLIMB,5349.0,89.15333333333338,976.2499999999734,84.2,99.5,68.7,NORMAL,NORMAL
Healthy,87.79999999999929,CLIMB,5348.0,89.14666666666672,979.9999999999732,83.5,98.7,68.8,NORMAL,NORMAL
Healthy,87.89999999999928,CLIMB,5354.0,89.14000000000004,983.7499999999729,83.2,100.5,68.8,NORMAL,NORMAL
Healthy,87.99999999999928,CLIMB,5345.0,89.13333333333338,987.4999999999728,84.10000000000001,99.30000000000001,68.9,NORMAL,NORMAL
Healthy,88.09999999999927,CLIMB,5334.0,89.12666666666672,991.2499999999726,82.30000000000001,99.5,69.9,NORMAL,NORMAL
Healthy,88.19999999999926,CLIMB,5342.0,89.12000000000005,994.9999999999724,83.2,98.0,70.0,NORMAL,NORMAL
Healthy,88.29999999999926,CLIMB,5355.0,89.11333333333339,998.7499999999721,82.9,98.10000000000001,69.9,NORMAL,NORMAL
Healthy,88.39999999999925,CLIMB,5338.0,89.10666666666671,1002.499999999972,84.0,98.60000000000001,68.60000000000001,NORMAL,NORMAL
Healthy,88.49999999999925,CLIMB,5345.0,89.10000000000005,1006.2499999999718,83.0,99.4,70.10000000000001,NORMAL,NORMAL
Healthy,88.59999999999924,CLIMB,5341.0,89.09333333333339,1009.9999999999716,82.9,100.2,69.7,NORMAL,NORMAL
Healthy,88.69999999999924,CLIMB,5355.0,89.08666666666672,1013.7499999999714,83.0,100.30000000000001,69.4,NORMAL,NORMAL
Healthy,88.79999999999923,CLIMB,5351.0,89.08000000000006,1017.4999999999711,82.60000000000001,98.80000000000001,70.10000000000001,NORMAL,NORMAL
Healthy,88.89999999999922,CLIMB,5350.0,89.07333333333338,1021.2499999999709,82.80000000000001,99.2,69.60000000000001,NORMAL,NORMAL
Healthy,88.99999999999922,CLIMB,5338.0,89.06666666666672,1024.9999999999707,83.4,96.60000000000001,68.8,NORMAL,NORMAL
Healthy,89.09999999999921,CLIMB,5339.0,89.06000000000006,1028.7499999999704,83.4,99.60000000000001,70.4,NORMAL,NORMAL
Healthy,89.1999999999992,CLIMB,5342.0,89.05333333333338,1032.4999999999702,82.80000000000001,97.80000000000001,69.60000000000001,NORMAL,NORMAL
Healthy,89.2999999999992,CLIMB,5346.0,89.04666666666672,1036.24999999997,82.9,101.0,70.9,NORMAL,NORMAL
Healthy,89.3999999999992,CLIMB,5352.0,89.04000000000005,1039.99999999997,82.4,95.9,70.0,NORMAL,NORMAL
Healthy,89.49999999999919,CLIMB,5343.0,89.03333333333339,1043.7499999999695,81.9,98.7,70.0,NORMAL,NORMAL
Healthy,89.59999999999918,CLIMB,5339.0,89.02666666666673,1047.4999999999695,83.10000000000001,99.4,69.9,NORMAL,NORMAL
Healthy,89.69999999999918,CLIMB,5349.0,89.02000000000005,1051.249999999969,83.30000000000001,99.5,69.60000000000001,NORMAL,NORMAL
Healthy,89.79999999999917,CLIMB,5339.0,89.01333333333339,1054.999999999969,84.0,97.2,69.7,NORMAL,NORMAL
Healthy,89.89999999999917,CLIMB,5349.0,89.00666666666672,1058.7499999999686,82.7,99.10000000000001,70.3,NORMAL,NORMAL
Healthy,89.99999999999916,CLIMB,5350.0,89.00000000000006,1062.4999999999686,82.9,98.0,69.4,NORMAL,NORMAL
Healthy,90.09999999999916,CLIMB,5346.0,88.9933333333334,1066.2499999999684,82.2,98.0,69.8,NORMAL,NORMAL
Healthy,90.19999999999915,CLIMB,5347.0,88.98666666666672,1069.9999999999682,83.10000000000001,98.7,70.2,NORMAL,NORMAL
Healthy,90.29999999999914,CLIMB,5342.0,88.98000000000006,1073.749999999968,83.4,97.10000000000001,69.9,NORMAL,NORMAL
Healthy,90.39999999999914,CLIMB,5342.0,88.97333333333339,1077.4999999999677,83.2,97.4,70.2,NORMAL,NORMAL
Healthy,90.49999999999913,CLIMB,5344.0,88.96666666666673,1081.2499999999675,82.9,99.30000000000001,70.9,NORMAL,NORMAL
Healthy,90.59999999999913,CLIMB,5350.0,88.96000000000006,1084.9999999999673,81.5,97.80000000000001,70.3,NORMAL,NORMAL
Healthy,90.69999999999912,CLIMB,5337.0,88.95333333333339,1088.749999999967,81.9,96.5,71.4,NORMAL,NORMAL
Healthy,90.79999999999912,CLIMB,5333.0,88.94666666666673,1092.4999999999668,83.0,98.0,70.8,NORMAL,NORMAL
Healthy,90.89999999999911,CLIMB,5346.0,88.94000000000005,1096.2499999999668,82.4,99.60000000000001,71.10000000000001,NORMAL,NORMAL
Healthy,90.9999999999991,CLIMB,5343.0,88.9333333333334,1099.9999999999663,83.10000000000001,96.4,71.0,NORMAL,NORMAL
Healthy,91.0999999999991,CLIMB,5330.0,88.92666666666673,1103.7499999999663,82.7,95.5,71.5,NORMAL,NORMAL
Healthy,91.1999999999991,CLIMB,5340.0,88.92000000000006,1107.499999999966,83.10000000000001,95.9,70.9,NORMAL,NORMAL
Healthy,91.29999999999909,CLIMB,5337.0,88.9133333333334,1111.249999999966,82.80000000000001,97.30000000000001,69.8,NORMAL,NORMAL
Healthy,91.39999999999908,CLIMB,5348.0,88.90666666666672,1114.9999999999657,82.2,100.10000000000001,71.10000000000001,NORMAL,NORMAL
Healthy,91.49999999999908,CLIMB,5334.0,88.90000000000006,1118.7499999999654,82.7,96.30000000000001,70.7,NORMAL,NORMAL
Healthy,91.59999999999907,CLIMB,5345.0,88.8933333333334,1122.4999999999652,81.80000000000001,96.80000000000001,70.3,NORMAL,NORMAL
Healthy,91.69999999999906,CLIMB,5346.0,88.88666666666673,1126.249999999965,83.10000000000001,96.60000000000001,70.3,NORMAL,NORMAL
Healthy,91.79999999999906,CLIMB,5330.0,88.88000000000007,1129.9999999999648,82.5,95.9,71.10000000000001,NORMAL,NORMAL
Healthy,91.89999999999905,CLIMB,5342.0,88.87333333333339,1133.7499999999645,82.60000000000001,97.60000000000001,70.10000000000001,NORMAL,NORMAL
Healthy,91.99999999999905,CLIMB,5344.0,88.86666666666673,1137.4999999999643,82.5,95.7,70.8,NORMAL,NORMAL
Healthy,92.09999999999904,CLIMB,5346.0,88.86000000000007,1141.249999999964,82.2,98.4,69.9,NORMAL,NORMAL
Healthy,92.19999999999904,CLIMB,5337.0,88.8533333333334,1144.9999999999638,82.5,98.30000000000001,70.2,NORMAL,NORMAL
Healthy,92.29999999999903,CLIMB,5335.0,88.84666666666674,1148.7499999999636,83.10000000000001,95.30000000000001,71.60000000000001,NORMAL,NORMAL
Healthy,92.39999999999903,CLIMB,5340.0,88.84000000000006,1152.4999999999636,82.10000000000001,98.2,71.4,NORMAL,NORMAL
Healthy,92.49999999999902,CLIMB,5340.0,88.8333333333334,1156.2499999999632,82.10000000000001,99.0,71.10000000000001,NORMAL,NORMAL
Healthy,92.59999999999901,CLIMB,5340.0,88.82666666666674,1159.9999999999632,82.10000000000001,96.10000000000001,71.0,NORMAL,NORMAL
Healthy,92.69999999999901,CLIMB,5333.0,88.82000000000006,1163.7499999999627,83.4,96.7,71.60000000000001,NORMAL,NORMAL
Healthy,92.799999999999,CLIMB,5345.0,88.8133333333334,1167.4999999999627,82.30000000000001,96.10000000000001,71.7,NORMAL,NORMAL
Healthy,92.899999999999,CLIMB,5335.0,88.80666666666673,1171.2499999999623,83.10000000000001,96.60000000000001,71.7,NORMAL,NORMAL
Healthy,92.99999999999899,CLIMB,5338.0,88.80000000000007,1174.9999999999623,83.30000000000001,96.4,70.3,NORMAL,NORMAL
Healthy,93.09999999999899,CLIMB,5337.0,88.79333333333341,1178.7499999999618,82.10000000000001,96.60000000000001,69.8,NORMAL,NORMAL
Healthy,93.19999999999898,CLIMB,5335.0,88.78666666666673,1182.4999999999618,82.30000000000001,95.10000000000001,71.2,NORMAL,NORMAL
Healthy,93.29999999999897,CLIMB,5334.0,88.78000000000007,1186.2499999999613,82.2,96.30000000000001,70.9,NORMAL,NORMAL
Healthy,93.39999999999897,CLIMB,5340.0,88.7733333333334,1189.9999999999613,82.5,95.7,71.2,NORMAL,NORMAL
Healthy,93.49999999999896,CLIMB,5333.0,88.76666666666674,1193.7499999999611,81.80000000000001,98.30000000000001,71.60000000000001,NORMAL,NORMAL
Healthy,93.59999999999896,CLIMB,5337.0,88.76000000000008,1197.499999999961,81.80000000000001,97.10000000000001,71.0,NORMAL,NORMAL
Healthy,93.69999999999895,CLIMB,5341.0,88.7533333333334,1201.2499999999607,82.80000000000001,97.5,69.9,NORMAL,NORMAL
Healthy,93.79999999999895,CLIMB,5338.0,88.74666666666674,1204.9999999999604,82.30000000000001,97.7,71.2,NORMAL,NORMAL
Healthy,93.89999999999894,CLIMB,5326.0,88.74000000000007,1208.7499999999604,82.80000000000001,97.5,70.9,NORMAL,NORMAL
Healthy,93.99999999999893,CLIMB,5332.0,88.7333333333334,1212.49999999996,82.80000000000001,95.4,70.10000000000001,NORMAL,NORMAL
Healthy,94.09999999999893,CLIMB,5336.0,88.72666666666674,1216.24999999996,81.60000000000001,97.30000000000001,71.2,NORMAL,NORMAL
Healthy,94.19999999999892,CLIMB,5335.0,88.72000000000007,1219.9999999999595,82.10000000000001,95.5,71.5,NORMAL,NORMAL
Healthy,94.29999999999892,CLIMB,5341.0,88.71333333333341,1223.7499999999595,82.0,97.2,71.60000000000001,NORMAL,NORMAL
Healthy,94.39999999999891,CLIMB,5333.0,88.70666666666673,1227.499999999959,81.4,97.10000000000001,70.8,NORMAL,NORMAL
Healthy,94.4999999999989,CLIMB,5333.0,88.70000000000007,1231.249999999959,83.4,96.0,70.9,NORMAL,NORMAL
Healthy,94.5999999999989,CLIMB,5330.0,88.69333333333341,1234.9999999999586,82.4,98.4,72.2,NORMAL,NORMAL
Healthy,94.6999999999989,CLIMB,5335.0,88.68666666666674,1238.7499999999586,81.2,97.0,71.0,NORMAL,NORMAL
Healthy,94.79999999999889,CLIMB,5337.0,88.68000000000008,1242.4999999999582,83.2,96.10000000000001,71.9,NORMAL,NORMAL
Healthy,94.89999999999888,CLIMB,5325.0,88.6733333333334,1246.2499999999582,82.4,96.2,71.8,NORMAL,NORMAL
Healthy,94.99999999999888,CLIMB,5332.0,88.66666666666674,1249.9999999999577,82.0,96.30000000000001,71.3,NORMAL,NORMAL
Healthy,95.09999999999887,CLIMB,5326.0,88.66000000000008,1253.7499999999577,82.0,95.30000000000001,72.4,NORMAL,NORMAL
Healthy,95.19999999999887,CLIMB,5335.0,88.6533333333334,1257.4999999999573,81.80000000000001,97.30000000000001,71.4,NORMAL,NORMAL
Healthy,95.29999999999886,CLIMB,5331.0,88.64666666666675,1261.2499999999573,82.4,95.0,71.2,NORMAL,NORMAL
Healthy,95.39999999999885,CLIMB,5330.0,88.64000000000007,1264.9999999999573,83.2,96.4,71.2,NORMAL,NORMAL
Healthy,95.49999999999885,CLIMB,5336.0,88.63333333333341,1268.7499999999568,82.4,95.30000000000001,71.7,NORMAL,NORMAL
Healthy,95.59999999999884,CLIMB,5331.0,88.62666666666675,1272.4999999999568,81.0,94.7,71.5,NORMAL,NORMAL
Healthy,95.69999999999884,CLIMB,5333.0,88.62000000000008,1276.2499999999563,82.5,98.2,71.2,NORMAL,NORMAL
Healthy,95.79999999999883,CLIMB,5330.0,88.61333333333341,1279.9999999999563,82.10000000000001,96.10000000000001,70.7,NORMAL,NORMAL
Healthy,95.89999999999883,CLIMB,5334.0,88.60666666666674,1283.749999999956,81.60000000000001,96.5,72.10000000000001,NORMAL,NORMAL
Healthy,95.99999999999882,CLIMB,5330.0,88.60000000000008,1287.499999999956,81.60000000000001,94.9,72.0,NORMAL,NORMAL
Healthy,96.09999999999881,CLIMB,5330.0,88.59333333333342,1291.2499999999554,81.4,95.4,72.0,NORMAL,NORMAL
Healthy,96.19999999999881,CLIMB,5330.0,88.58666666666674,1294.9999999999554,81.9,96.5,71.4,NORMAL,NORMAL
Healthy,96.2999999999988,CLIMB,5330.0,88.58000000000008,1298.749999999955,82.10000000000001,94.60000000000001,70.9,NORMAL,NORMAL
Healthy,96.3999999999988,CLIMB,5331.0,88.57333333333341,1302.499999999955,82.10000000000001,96.2,72.2,NORMAL,NORMAL
Healthy,96.49999999999879,CLIMB,5322.0,88.56666666666675,1306.2499999999545,82.80000000000001,95.60000000000001,72.2,NORMAL,NORMAL
Healthy,96.59999999999879,CLIMB,5329.0,88.56000000000009,1309.9999999999545,82.10000000000001,97.60000000000001,71.60000000000001,NORMAL,NORMAL
Healthy,96.69999999999878,CLIMB,5334.0,88.55333333333341,1313.749999999954,81.5,95.0,72.10000000000001,NORMAL,NORMAL
Healthy,96.79999999999878,CLIMB,5334.0,88.54666666666675,1317.499999999954,81.9,94.7,72.4,NORMAL,NORMAL
Healthy,96.89999999999877,CLIMB,5326.0,88.54000000000008,1321.2499999999538,81.10000000000001,95.5,71.9,NORMAL,NORMAL
Healthy,96.99999999999876,CLIMB,5337.0,88.53333333333342,1324.9999999999536,81.30000000000001,98.5,72.2,NORMAL,NORMAL
Healthy,97.09999999999876,CLIMB,5329.0,88.52666666666676,1328.7499999999534,81.0,95.80000000000001,71.10000000000001,NORMAL,NORMAL
Healthy,97.19999999999875,CLIMB,5321.0,88.52000000000008,1332.4999999999532,83.4,95.5,71.3,NORMAL,NORMAL
Healthy,97.29999999999875,CLIMB,5331.0,88.51333333333342,1336.249999999953,81.5,96.2,71.9,NORMAL,NORMAL
Healthy,97.39999999999874,CLIMB,5333.0,88.50666666666675,1339.9999999999527,81.30000000000001,96.10000000000001,72.4,NORMAL,NORMAL
Healthy,97.49999999999874,CLIMB,5330.0,88.50000000000009,1343.7499999999527,82.5,93.9,72.9,NORMAL,NORMAL
Healthy,97.59999999999873,CLIMB,5332.0,88.49333333333342,1347.4999999999523,80.60000000000001,96.30000000000001,71.2,NORMAL,NORMAL
Healthy,97.69999999999872,CLIMB,5334.0,88.48666666666675,1351.2499999999523,80.80000000000001,94.5,71.9,NORMAL,NORMAL
Healthy,97.79999999999872,CLIMB,5318.0,88.48000000000009,1354.9999999999518,81.7,96.0,71.3,NORMAL,NORMAL
Healthy,97.89999999999871,CLIMB,5327.0,88.47333333333341,1358.7499999999518,82.10000000000001,93.30000000000001,72.0,NORMAL,NORMAL
Healthy,97.9999999999987,CLIMB,5327.0,88.46666666666675,1362.4999999999513,81.4,95.0,73.10000000000001,NORMAL,NORMAL
Healthy,98.0999999999987,CLIMB,5324.0,88.4600000000001,1366.2499999999513,81.5,95.7,71.5,NORMAL,NORMAL
Healthy,98.1999999999987,CLIMB,5319.0,88.45333333333342,1369.999999999951,81.2,94.60000000000001,72.2,NORMAL,NORMAL
Healthy,98.29999999999869,CLIMB,5327.0,88.44666666666676,1373.749999999951,80.60000000000001,94.4,72.2,NORMAL,NORMAL
Healthy,98.39999999999868,CLIMB,5330.0,88.44000000000008,1377.4999999999507,82.5,94.60000000000001,72.3,NORMAL,NORMAL
Healthy,98.49999999999868,CLIMB,5320.0,88.43333333333342,1381.2499999999504,80.60000000000001,94.0,72.3,NORMAL,NORMAL
Healthy,98.59999999999867,CLIMB,5324.0,88.42666666666676,1384.9999999999502,81.80000000000001,93.5,72.2,NORMAL,NORMAL
Healthy,98.69999999999867,CLIMB,5328.0,88.42000000000009,1388.74999999995,81.4,95.2,73.4,NORMAL,NORMAL
Healthy,98.79999999999866,CLIMB,5327.0,88.41333333333343,1392.4999999999498,81.60000000000001,94.30000000000001,72.10000000000001,NORMAL,NORMAL
Healthy,98.89999999999866,CLIMB,5334.0,88.40666666666675,1396.2499999999495,82.7,97.2,71.9,NORMAL,NORMAL
Healthy,98.99999999999865,CLIMB,5333.0,88.40000000000009,1399.9999999999493,80.60000000000001,94.7,72.8,NORMAL,NORMAL
Healthy,99.09999999999864,CLIMB,5323.0,88.39333333333343,1403.749999999949,80.30000000000001,95.7,71.7,NORMAL,NORMAL
Healthy,99.19999999999864,CLIMB,5329.0,88.38666666666676,1407.4999999999488,80.30000000000001,94.5,72.2,NORMAL,NORMAL
Healthy,99.29999999999863,CLIMB,5327.0,88.3800000000001,1411.2499999999486,81.0,94.10000000000001,71.9,NORMAL,NORMAL
Healthy,99.39999999999863,CLIMB,5328.0,88.37333333333342,1414.9999999999486,80.80000000000001,93.10000000000001,71.8,NORMAL,NORMAL
Healthy,99.49999999999862,CLIMB,5331.0,88.36666666666676,1418.7499999999482,81.5,96.10000000000001,72.2,NORMAL,NORMAL
Healthy,99.59999999999862,CLIMB,5326.0,88.3600000000001,1422.4999999999482,81.60000000000001,96.60000000000001,72.0,NORMAL,NORMAL
Healthy,99.69999999999861,CLIMB,5325.0,88.35333333333342,1426.2499999999477,82.4,94.7,71.8,NORMAL,NORMAL
Healthy,99.7999999999986,CLIMB,5321.0,88.34666666666676,1429.9999999999477,80.60000000000001,96.5,72.7,NORMAL,NORMAL
Healthy,99.8999999999986,CLIMB,5321.0,88.34000000000009,1433.7499999999475,80.7,95.10000000000001,71.8,NORMAL,NORMAL
Healthy,99.9999999999986,CLIMB,5331.0,88.33333333333343,1437.4999999999472,80.60000000000001,95.5,72.3,NORMAL,NORMAL
Healthy,100.09999999999859,CLIMB,5321.0,88.32666666666677,1441.249999999947,81.4,93.7,72.60000000000001,NORMAL,NORMAL
Healthy,100.19999999999858,CLIMB,5325.0,88.32000000000009,1444.9999999999468,81.60000000000001,94.9,72.2,NORMAL,NORMAL
Healthy,100.29999999999858,CLIMB,5325.0,88.31333333333343,1448.7499999999466,82.80000000000001,94.5,72.8,NORMAL,NORMAL
Healthy,100.39999999999857,CLIMB,5321.0,88.30666666666676,1452.4999999999463,80.9,94.4,71.5,NORMAL,NORMAL
Healthy,100.49999999999856,CLIMB,5330.0,88.3000000000001,1456.249999999946,80.7,94.5,72.0,NORMAL,NORMAL
Healthy,100.59999999999856,CLIMB,5331.0,88.29333333333344,1459.9999999999459,80.30000000000001,94.4,72.0,NORMAL,NORMAL
Healthy,100.69999999999855,CLIMB,5326.0,88.28666666666676,1463.7499999999457,80.80000000000001,94.7,72.10000000000001,NORMAL,NORMAL
Healthy,100.79999999999855,CLIMB,5319.0,88.2800000000001,1467.4999999999454,81.5,95.4,72.7,NORMAL,NORMAL
Healthy,100.89999999999854,CLIMB,5314.0,88.27333333333343,1471.2499999999454,80.9,93.30000000000001,72.4,NORMAL,NORMAL
Healthy,100.99999999999854,CLIMB,5319.0,88.26666666666677,1474.999999999945,81.4,94.10000000000001,72.7,NORMAL,NORMAL
Healthy,101.09999999999853,CLIMB,5324.0,88.2600000000001,1478.749999999945,80.4,94.0,73.60000000000001,NORMAL,NORMAL
Healthy,101.19999999999852,CLIMB,5326.0,88.25333333333343,1482.4999999999445,81.5,95.4,73.5,NORMAL,NORMAL
Healthy,101.29999999999852,CLIMB,5321.0,88.24666666666677,1486.2499999999445,80.80000000000001,93.4,73.10000000000001,NORMAL,NORMAL
Healthy,101.39999999999851,CLIMB,5320.0,88.2400000000001,1489.9999999999443,80.30000000000001,92.30000000000001,71.7,NORMAL,NORMAL
Healthy,101.49999999999851,CLIMB,5320.0,88.23333333333343,1493.749999999944,80.4,94.9,72.4,NORMAL,NORMAL
Healthy,101.5999999999985,CLIMB,5325.0,88.22666666666677,1497.4999999999438,80.4,93.80000000000001,71.60000000000001,NORMAL,NORMAL
Healthy,101.6999999999985,CLIMB,5324.0,88.2200000000001,1501.2499999999436,79.9,92.4,71.9,NORMAL,NORMAL
Healthy,101.79999999999849,CLIMB,5323.0,88.21333333333344,1504.9999999999434,80.60000000000001,94.4,72.9,NORMAL,NORMAL
Healthy,101.89999999999849,CLIMB,5317.0,88.20666666666676,1508.7499999999432,80.9,94.7,72.7,NORMAL,NORMAL
Healthy,101.99999999999848,CLIMB,5314.0,88.2000000000001,1512.499999999943,80.9,92.9,73.2,NORMAL,NORMAL
Healthy,102.09999999999847,CLIMB,5323.0,88.19333333333344,1516.2499999999427,80.30000000000001,93.4,73.5,NORMAL,NORMAL
Healthy,102.19999999999847,CLIMB,5323.0,88.18666666666677,1519.9999999999425,80.5,93.10000000000001,72.7,NORMAL,NORMAL
Healthy,102.29999999999846,CLIMB,5322.0,88.1800000000001,1523.7499999999422,79.5,95.0,72.8,NORMAL,NORMAL
Healthy,102.39999999999846,CLIMB,5316.0,88.17333333333343,1527.4999999999422,80.4,92.7,73.60000000000001,NORMAL,NORMAL
Healthy,102.49999999999845,CLIMB,5325.0,88.16666666666677,1531.2499999999418,80.5,94.60000000000001,72.9,NORMAL,NORMAL
Healthy,102.59999999999845,CLIMB,5320.0,88.16000000000011,1534.9999999999418,81.2,94.2,71.8,NORMAL,NORMAL
Healthy,102.69999999999844,CLIMB,5320.0,88.15333333333344,1538.7499999999413,80.10000000000001,94.60000000000001,73.2,NORMAL,NORMAL
Healthy,102.79999999999843,CLIMB,5325.0,88.14666666666677,1542.4999999999413,79.60000000000001,94.9,72.10000000000001,NORMAL,NORMAL
Healthy,102.89999999999843,CLIMB,5316.0,88.1400000000001,1546.249999999941,79.7,93.10000000000001,72.5,NORMAL,NORMAL
Healthy,102.99999999999842,CLIMB,5322.0,88.13333333333344,1549.9999999999409,80.2,92.4,73.0,NORMAL,NORMAL
Healthy,103.09999999999842,CLIMB,5322.0,88.12666666666678,1553.7499999999407,79.80000000000001,92.5,73.10000000000001,NORMAL,NORMAL
Healthy,103.19999999999841,CLIMB,5310.0,88.1200000000001,1557.4999999999404,80.0,94.80000000000001,72.2,NORMAL,NORMAL
Healthy,103.2999999999984,CLIMB,5307.0,88.11333333333344,1561.2499999999402,80.5,95.2,72.5,NORMAL,NORMAL
Healthy,103.3999999999984,CLIMB,5314.0,88.10666666666677,1564.99999999994,80.7,93.5,72.4,NORMAL,NORMAL
Healthy,103.4999999999984,CLIMB,5314.0,88.10000000000011,1568.7499999999397,80.9,93.5,72.5,NORMAL,NORMAL
Healthy,103.59999999999839,CLIMB,5320.0,88.09333333333345,1572.4999999999395,79.60000000000001,93.4,72.7,NORMAL,NORMAL
Healthy,103.69999999999838,CLIMB,5315.0,88.08666666666677,1576.2499999999393,80.2,94.4,73.4,NORMAL,NORMAL
Healthy,103.79999999999838,CLIMB,5326.0,88.08000000000011,1579.999999999939,80.0,93.4,74.2,NORMAL,NORMAL
Healthy,103.89999999999837,CLIMB,5321.0,88.07333333333344,1583.749999999939,80.60000000000001,94.4,72.9,NORMAL,NORMAL
Healthy,103.99999999999837,CLIMB,5324.0,88.06666666666678,1587.4999999999386,80.30000000000001,94.80000000000001,72.2,NORMAL,NORMAL
Healthy,104.09999999999836,CLIMB,5316.0,88.06000000000012,1591.2499999999386,79.5,92.4,72.4,NORMAL,NORMAL
Healthy,104.19999999999835,CLIMB,5317.0,88.05333333333344,1594.9999999999382,80.5,90.80000000000001,72.9,NORMAL,NORMAL
Healthy,104.29999999999835,CLIMB,5306.0,88.04666666666678,1598.7499999999382,80.30000000000001,94.0,73.7,NORMAL,NORMAL
Healthy,104.39999999999834,CLIMB,5327.0,88.0400000000001,1602.499999999938,79.4,93.2,73.10000000000001,NORMAL,NORMAL
Healthy,104.49999999999834,CLIMB,5322.0,88.03333333333345,1606.2499999999377,79.30000000000001,94.80000000000001,73.9,NORMAL,NORMAL
Healthy,104.59999999999833,CLIMB,5315.0,88.02666666666678,1609.9999999999375,80.7,95.4,73.0,NORMAL,NORMAL
Healthy,104.69999999999833,CLIMB,5307.0,88.02000000000011,1613.7499999999372,80.10000000000001,93.2,73.10000000000001,NORMAL,NORMAL
Healthy,104.79999999999832,CLIMB,5304.0,88.01333333333345,1617.499999999937,79.80000000000001,93.4,72.7,NORMAL,NORMAL
Healthy,104.89999999999831,CLIMB,5316.0,88.00666666666677,1621.2499999999368,79.9,92.7,73.60000000000001,NORMAL,NORMAL
Healthy,104.99999999999831,CLIMB,5317.0,88.00000000000011,1624.9999999999366,79.10000000000001,92.0,73.5,NORMAL,NORMAL
Healthy,105.0999999999983,CLIMB,5310.0,87.99333333333345,1628.7499999999363,80.0,92.9,72.9,NORMAL,NORMAL
Healthy,105.1999999999983,CLIMB,5309.0,87.98666666666678,1632.4999999999363,79.10000000000001,92.4,73.2,NORMAL,NORMAL
Healthy,105.29999999999829,CLIMB,5322.0,87.98000000000012,1636.249999999936,79.9,93.4,73.9,NORMAL,NORMAL
Healthy,105.39999999999829,CLIMB,5307.0,87.97333333333344,1639.9999999999357,79.30000000000001,92.30000000000001,73.3,NORMAL,NORMAL
Healthy,105.49999999999828,CLIMB,5307.0,87.96666666666678,1643.7499999999354,79.80000000000001,91.4,72.5,NORMAL,NORMAL
Healthy,105.59999999999827,CLIMB,5313.0,87.96000000000012,1647.4999999999354,79.4,90.7,72.8,NORMAL,NORMAL
Healthy,105.69999999999827,CLIMB,5319.0,87.95333333333345,1651.2499999999352,79.2,93.60000000000001,74.2,NORMAL,NORMAL
Healthy,105.79999999999826,CLIMB,5304.0,87.94666666666679,1654.999999999935,78.80000000000001,94.30000000000001,73.0,NORMAL,NORMAL
Healthy,105.89999999999826,CLIMB,5307.0,87.94000000000011,1658.7499999999345,80.2,91.9,74.8,NORMAL,NORMAL
Healthy,105.99999999999825,CLIMB,5308.0,87.93333333333345,1662.4999999999345,79.2,91.0,73.60000000000001,NORMAL,NORMAL
